"customerkey","first_order_date","cohort_year","second_order_date","second_order_lag"
500085,"2022-08-08","2022","2022-12-01",115
271963,"2022-09-09","2022","2023-04-29",232
403235,"2022-01-22","2022","2022-10-16",267
1624426,"2023-02-17","2023","2023-02-25",8
310657,"2022-07-20","2022","2023-05-23",307
1979226,"2021-10-30","2021","2022-05-14",196
256810,"2022-03-15","2022","2022-05-13",59
609823,"2021-05-14","2021","2022-06-23",405
1082453,"2021-03-18","2021","2022-10-14",575
842073,"2020-06-21","2020","2022-01-11",569
1861584,"2022-05-12","2022","2022-07-30",79
1511624,"2023-06-03","2023","2023-09-13",102
1241840,"2022-05-03","2022","2023-05-13",375
1138889,"2022-05-31","2022","2023-12-02",550
94212,"2023-02-11","2023","2023-02-19",8
1821336,"2021-10-22","2021","2022-10-12",355
1762247,"2022-12-02","2022","2023-01-11",40
499894,"2023-10-25","2023","2023-11-29",35
562580,"2020-05-02","2020","2023-11-11",1288
1269509,"2022-12-29","2022","2023-10-20",295
278383,"2023-05-19","2023","2023-09-21",125
395461,"2022-04-30","2022","2023-06-24",420
703687,"2022-12-08","2022","2022-12-14",6
1965682,"2022-06-11","2022","2023-09-12",458
1408119,"2020-11-21","2020","2021-07-17",238
1215348,"2022-01-29","2022","2023-02-28",395
22458,"2022-07-27","2022","2023-01-06",163
2099227,"2021-07-21","2021","2022-05-11",294
1950996,"2021-11-10","2021","2022-10-25",349
236809,"2020-12-15","2020","2022-11-05",690
589004,"2022-12-23","2022","2023-07-10",199
2031388,"2020-01-09","2020","2022-08-24",958
894451,"2022-03-05","2022","2023-02-16",348
459876,"2022-02-21","2022","2022-06-21",120
1784754,"2022-04-30","2022","2022-09-18",141
1618115,"2022-04-25","2022","2023-07-17",448
765641,"2020-07-03","2020","2022-08-13",771
1821186,"2022-07-19","2022","2022-11-01",105
1278352,"2021-11-25","2021","2023-01-14",415
1238185,"2020-09-08","2020","2021-08-07",333
1376969,"2022-08-13","2022","2023-09-22",405
905866,"2022-05-05","2022","2023-10-09",522
1420452,"2022-03-09","2022","2022-08-20",164
1449782,"2020-01-19","2020","2023-05-18",1215
220561,"2021-10-12","2021","2022-03-03",142
406875,"2022-07-14","2022","2023-11-18",492
1962858,"2021-01-06","2021","2023-04-29",843
1958249,"2022-07-23","2022","2023-01-27",188
1905656,"2021-11-13","2021","2022-06-14",213
1781044,"2020-02-20","2020","2023-10-21",1339
411205,"2021-09-27","2021","2022-05-19",234
1125824,"2022-02-21","2022","2022-03-17",24
157482,"2022-05-27","2022","2022-07-29",63
1901504,"2022-09-17","2022","2022-12-01",75
1769142,"2020-03-13","2020","2021-02-13",337
820944,"2022-09-17","2022","2023-01-17",122
1926738,"2023-05-01","2023","2023-10-31",183
364612,"2023-02-28","2023","2023-09-07",191
748885,"2023-01-10","2023","2023-10-21",284
237410,"2021-05-13","2021","2021-11-24",195
317753,"2020-09-19","2020","2023-02-01",865
1625423,"2022-09-23","2022","2022-12-02",70
235480,"2021-03-27","2021","2022-12-10",623
228100,"2022-07-30","2022","2022-12-30",153
1347484,"2022-08-20","2022","2022-09-26",37
863296,"2021-12-23","2021","2023-06-05",529
1612749,"2022-10-13","2022","2023-01-16",95
1335477,"2022-05-12","2022","2023-01-09",242
453909,"2021-10-20","2021","2022-05-05",197
1828148,"2022-08-17","2022","2023-01-04",140
1633422,"2022-01-01","2022","2022-07-09",189
1520696,"2022-02-12","2022","2022-09-06",206
1266818,"2022-02-14","2022","2022-03-16",30
1262311,"2022-01-25","2022","2022-09-20",238
879734,"2021-09-25","2021","2023-05-06",588
1247012,"2021-11-06","2021","2023-03-09",488
494201,"2022-09-07","2022","2022-11-03",57
871509,"2020-02-29","2020","2023-07-20",1237
1824828,"2021-09-02","2021","2023-07-14",680
1818903,"2020-03-03","2020","2020-12-18",290
2028371,"2021-07-05","2021","2021-11-09",127
249336,"2021-12-25","2021","2022-08-24",242
234242,"2022-02-07","2022","2023-01-09",336
1920420,"2023-07-13","2023","2023-12-23",163
1851813,"2020-11-23","2020","2021-01-23",61
1685678,"2021-04-12","2021","2022-11-25",592
556445,"2021-12-25","2021","2022-01-25",31
470942,"2022-06-15","2022","2022-10-27",134
601678,"2022-09-06","2022","2023-08-15",343
451241,"2020-01-02","2020","2021-11-17",685
1214006,"2022-05-28","2022","2023-06-22",390
1725111,"2022-08-03","2022","2022-12-15",134
1451202,"2022-12-01","2022","2023-02-20",81
607403,"2022-01-25","2022","2023-03-09",408
1185162,"2022-05-19","2022","2022-06-22",34
1905604,"2022-01-01","2022","2022-08-04",215
640981,"2022-05-30","2022","2023-07-14",410
1387111,"2022-06-10","2022","2022-06-27",17
1046511,"2021-12-23","2021","2022-08-13",233
1949714,"2021-09-08","2021","2023-10-07",759
325033,"2023-06-28","2023","2023-12-19",174
1836338,"2021-08-07","2021","2023-01-14",525
187881,"2021-05-18","2021","2021-12-25",221
1944785,"2021-01-29","2021","2023-10-03",977
1949322,"2022-11-26","2022","2023-09-19",297
188566,"2020-02-15","2020","2020-06-06",112
692725,"2022-08-27","2022","2023-09-30",399
1687867,"2020-10-14","2020","2021-08-21",311
1570084,"2021-06-29","2021","2022-01-27",212
1864952,"2021-07-30","2021","2022-10-19",446
1895170,"2021-07-22","2021","2021-12-21",152
523069,"2022-01-26","2022","2022-09-30",247
1290180,"2020-02-05","2020","2022-07-09",885
277667,"2022-07-01","2022","2022-09-03",64
127135,"2021-11-20","2021","2022-11-10",355
1577071,"2022-07-07","2022","2022-11-26",142
241425,"2022-02-04","2022","2023-07-07",518
686895,"2022-06-13","2022","2022-12-06",176
931834,"2020-02-28","2020","2021-09-16",566
696847,"2022-08-30","2022","2023-04-30",243
2049649,"2022-09-28","2022","2023-02-24",149
426039,"2023-01-21","2023","2023-12-19",332
1834289,"2022-10-21","2022","2023-12-09",414
580645,"2022-10-05","2022","2023-02-07",125
1906718,"2021-12-29","2021","2022-11-24",330
1908928,"2023-05-25","2023","2023-06-01",7
1238341,"2021-12-08","2021","2022-05-30",173
1658310,"2021-02-27","2021","2022-07-02",490
861896,"2021-07-15","2021","2022-07-06",356
1467727,"2022-09-24","2022","2023-06-28",277
516043,"2022-03-18","2022","2022-12-27",284
1797588,"2020-02-24","2020","2023-01-30",1071
588270,"2023-02-16","2023","2023-05-23",96
236283,"2022-06-09","2022","2023-05-06",331
1302210,"2020-02-25","2020","2021-09-11",564
1435183,"2020-11-13","2020","2022-05-18",551
2054689,"2020-02-12","2020","2020-06-03",112
249032,"2022-04-30","2022","2022-05-23",23
1725311,"2022-12-17","2022","2023-09-04",261
1905939,"2020-11-17","2020","2021-02-19",94
525621,"2022-01-13","2022","2023-09-15",610
414218,"2020-09-29","2020","2022-11-18",780
1241465,"2021-02-11","2021","2023-02-20",739
207606,"2022-10-10","2022","2023-08-11",305
50768,"2022-08-23","2022","2023-05-31",281
17924,"2022-03-12","2022","2023-09-02",539
561576,"2020-06-27","2020","2023-12-08",1259
301657,"2022-11-09","2022","2022-12-22",43
1932001,"2022-05-20","2022","2023-06-08",384
1835397,"2022-03-05","2022","2022-09-30",209
999672,"2021-03-13","2021","2022-06-11",455
1695105,"2022-03-02","2022","2023-03-09",372
808973,"2020-04-30","2020","2023-03-18",1052
1947605,"2022-12-27","2022","2023-07-05",190
1917205,"2022-08-25","2022","2022-11-30",97
1830524,"2021-09-23","2021","2022-04-30",219
1127498,"2021-12-22","2021","2023-01-27",401
2034160,"2021-05-20","2021","2021-12-03",197
1985717,"2021-06-18","2021","2022-02-15",242
1938842,"2022-07-05","2022","2023-09-06",428
35144,"2022-06-30","2022","2022-08-18",49
1907344,"2022-07-06","2022","2023-07-13",372
1614535,"2021-07-03","2021","2021-11-13",133
1530424,"2021-09-18","2021","2022-10-13",390
1636260,"2023-01-30","2023","2023-07-10",161
1557482,"2022-07-07","2022","2022-09-14",69
1825345,"2021-09-22","2021","2023-06-21",637
567559,"2022-08-31","2022","2023-08-14",348
1437999,"2020-02-20","2020","2020-08-24",186
242146,"2023-02-22","2023","2023-10-31",251
146944,"2022-01-22","2022","2022-10-21",272
1554864,"2022-07-15","2022","2022-12-12",150
2083052,"2023-02-02","2023","2023-12-22",323
1773663,"2020-05-04","2020","2022-01-25",631
475299,"2022-02-23","2022","2022-06-29",126
1337798,"2021-12-15","2021","2022-06-18",185
1260056,"2020-02-18","2020","2022-02-24",737
1444179,"2022-03-08","2022","2023-05-16",434
513020,"2022-07-09","2022","2022-09-28",81
852194,"2022-06-03","2022","2023-03-16",286
1861355,"2022-05-14","2022","2022-09-15",124
546349,"2020-05-07","2020","2023-03-16",1043
579891,"2022-01-09","2022","2023-08-12",580
374988,"2022-03-05","2022","2022-06-20",107
1861389,"2020-12-25","2020","2023-04-14",840
1667137,"2022-03-03","2022","2023-06-12",466
1607719,"2022-04-02","2022","2022-07-07",96
1443702,"2022-02-11","2022","2023-05-31",474
1868809,"2021-06-08","2021","2023-10-13",857
957496,"2022-02-13","2022","2023-02-13",365
1265574,"2021-08-18","2021","2022-02-05",171
142979,"2022-02-18","2022","2022-04-11",52
1976191,"2021-12-17","2021","2022-02-15",60
47155,"2022-01-10","2022","2023-02-06",392
1550159,"2020-03-05","2020","2023-07-22",1234
2033884,"2021-05-15","2021","2021-12-24",223
973052,"2022-05-17","2022","2022-06-16",30
403614,"2021-11-12","2021","2023-02-04",449
1425208,"2022-12-03","2022","2023-03-11",98
584400,"2020-01-06","2020","2021-06-05",516
807765,"2023-04-12","2023","2023-12-07",239
1546619,"2022-06-16","2022","2022-06-21",5
910908,"2022-11-29","2022","2023-05-12",164
1763218,"2022-02-24","2022","2022-09-21",209
1293570,"2021-11-09","2021","2023-12-30",781
1514133,"2023-06-12","2023","2023-10-12",122
1726450,"2020-02-21","2020","2021-11-03",621
1484729,"2022-06-25","2022","2022-11-24",152
2026445,"2021-12-27","2021","2022-03-07",70
1683106,"2021-02-18","2021","2022-11-30",650
2024351,"2021-10-20","2021","2023-05-26",583
1306869,"2022-08-25","2022","2023-06-12",291
2074187,"2021-09-28","2021","2022-10-22",389
1451870,"2022-09-06","2022","2023-11-27",447
2071774,"2020-12-17","2020","2021-02-02",47
108164,"2022-03-04","2022","2022-08-11",160
95003,"2023-02-25","2023","2023-06-28",123
1176888,"2020-02-26","2020","2022-06-10",835
11775,"2023-05-24","2023","2023-05-26",2
1245919,"2023-06-17","2023","2023-07-07",20
1844871,"2023-10-18","2023","2023-11-29",42
1956396,"2022-10-31","2022","2023-04-29",180
672279,"2021-07-10","2021","2023-09-21",803
286824,"2023-01-31","2023","2023-02-13",13
1767469,"2022-12-24","2022","2023-07-01",189
844666,"2021-05-25","2021","2021-08-20",87
2067133,"2022-05-25","2022","2022-10-06",134
502784,"2022-04-21","2022","2022-09-15",147
168371,"2022-08-25","2022","2023-01-07",135
1376346,"2022-10-25","2022","2023-08-07",286
1239096,"2022-07-13","2022","2023-09-30",444
1875221,"2020-03-12","2020","2022-07-05",845
192458,"2021-09-25","2021","2022-09-08",348
1989209,"2020-02-12","2020","2021-10-08",604
852158,"2022-09-20","2022","2023-12-15",451
1859902,"2022-02-19","2022","2022-04-13",53
343751,"2021-11-20","2021","2023-02-11",448
275318,"2022-02-18","2022","2023-02-01",348
558019,"2020-09-19","2020","2022-12-02",804
478637,"2020-06-12","2020","2023-08-31",1175
472226,"2022-03-01","2022","2023-05-10",435
1429757,"2020-02-18","2020","2023-12-23",1404
1140789,"2021-10-15","2021","2023-12-23",799
1422676,"2021-12-16","2021","2023-10-25",678
762754,"2021-07-27","2021","2023-11-09",835
2001016,"2021-12-11","2021","2023-08-31",628
111304,"2022-05-08","2022","2023-06-15",403
1709215,"2022-01-22","2022","2022-09-29",250
2031032,"2022-01-03","2022","2023-05-24",506
448955,"2022-06-24","2022","2022-12-28",187
1644482,"2022-01-29","2022","2022-06-28",150
107347,"2021-09-17","2021","2022-10-08",386
1359439,"2023-08-24","2023","2023-11-01",69
1564631,"2021-06-02","2021","2022-05-25",357
1891533,"2022-01-13","2022","2023-07-03",536
898829,"2022-03-19","2022","2022-07-19",122
436690,"2021-08-13","2021","2023-05-23",648
1703404,"2020-01-23","2020","2022-06-07",866
1268763,"2022-07-29","2022","2023-07-19",355
916960,"2022-03-16","2022","2022-05-12",57
1960251,"2022-02-23","2022","2022-09-02",191
806092,"2021-02-22","2021","2023-03-04",740
1285098,"2022-06-27","2022","2023-07-19",387
1610936,"2020-02-22","2020","2023-05-07",1170
1517942,"2022-11-12","2022","2023-04-30",169
1870576,"2020-07-04","2020","2020-09-26",84
1310876,"2020-06-27","2020","2023-02-18",966
1749893,"2022-08-20","2022","2023-03-07",199
1779825,"2022-03-18","2022","2022-06-17",91
888660,"2020-03-20","2020","2022-02-22",704
496008,"2020-07-01","2020","2022-10-04",825
1617220,"2021-10-18","2021","2023-05-30",589
1924610,"2023-01-21","2023","2023-09-06",228
2089412,"2021-08-18","2021","2022-09-20",398
1940634,"2022-03-08","2022","2022-07-07",121
1048585,"2021-11-17","2021","2023-10-10",692
420696,"2020-01-03","2020","2023-08-18",1323
1897806,"2020-05-07","2020","2022-09-29",875
2090271,"2022-05-20","2022","2023-01-21",246
1443806,"2020-05-06","2020","2022-04-28",722
1055731,"2020-08-20","2020","2023-10-21",1157
1726253,"2023-04-18","2023","2023-10-12",177
879218,"2020-06-24","2020","2023-11-23",1247
1806812,"2023-01-06","2023","2023-10-30",297
1342768,"2021-05-31","2021","2022-05-07",341
1132838,"2022-04-25","2022","2023-06-27",428
1320210,"2020-06-05","2020","2020-06-15",10
1878683,"2022-08-22","2022","2023-02-22",184
1813501,"2022-07-08","2022","2022-10-19",103
530654,"2022-02-03","2022","2022-07-29",176
421764,"2022-12-12","2022","2023-06-01",171
1877533,"2021-06-17","2021","2021-07-14",27
843802,"2020-11-14","2020","2023-10-11",1061
1104060,"2022-05-18","2022","2023-10-29",529
1633266,"2022-01-22","2022","2022-08-04",194
699378,"2021-08-17","2021","2023-08-29",742
1514198,"2022-11-16","2022","2022-12-14",28
94267,"2023-08-19","2023","2023-12-30",133
1316839,"2022-01-27","2022","2022-01-29",2
1731018,"2021-12-02","2021","2022-01-26",55
1650303,"2022-01-15","2022","2022-07-07",173
1174844,"2021-10-27","2021","2022-09-03",311
2013972,"2020-08-13","2020","2022-06-18",674
1536938,"2020-02-10","2020","2022-09-22",955
2086223,"2020-01-04","2020","2020-07-08",186
368163,"2022-06-23","2022","2022-06-28",5
2042506,"2021-07-06","2021","2022-11-12",494
910183,"2022-02-15","2022","2023-01-17",336
1823927,"2022-10-26","2022","2023-05-10",196
2043690,"2022-06-28","2022","2023-04-04",280
1843667,"2022-06-22","2022","2022-07-16",24
1877210,"2022-03-16","2022","2022-12-20",279
409894,"2022-09-17","2022","2023-01-26",131
1859679,"2021-10-20","2021","2022-05-14",206
1082757,"2021-11-19","2021","2023-07-19",607
1524909,"2020-01-30","2020","2022-04-27",818
175651,"2022-05-28","2022","2022-08-27",91
231498,"2023-02-17","2023","2023-10-18",243
1373883,"2023-09-16","2023","2023-12-06",81
1561785,"2020-05-23","2020","2022-08-20",819
2083457,"2022-02-19","2022","2023-05-10",445
1662186,"2021-11-02","2021","2022-06-30",240
1819698,"2021-09-27","2021","2022-07-19",295
1228314,"2022-06-21","2022","2023-03-18",270
698865,"2021-11-19","2021","2022-09-14",299
1304457,"2022-12-07","2022","2023-10-07",304
2060186,"2022-05-21","2022","2022-07-20",60
1089056,"2021-03-04","2021","2021-12-09",280
490450,"2020-05-16","2020","2023-02-04",994
451837,"2021-06-09","2021","2022-12-02",541
2015467,"2022-05-29","2022","2023-05-27",363
2057064,"2020-02-05","2020","2021-11-26",660
1434932,"2020-03-28","2020","2021-09-14",535
1143754,"2022-06-27","2022","2023-02-18",236
1597077,"2022-07-18","2022","2022-10-28",102
473228,"2022-11-18","2022","2023-12-13",390
488613,"2022-11-17","2022","2022-11-23",6
471566,"2021-12-13","2021","2023-05-23",526
2099656,"2023-05-11","2023","2023-06-20",40
2045396,"2022-10-20","2022","2023-11-12",388
595807,"2022-06-16","2022","2023-01-02",200
271561,"2021-11-03","2021","2022-02-02",91
1167346,"2022-10-16","2022","2023-09-21",340
1816944,"2020-08-29","2020","2021-06-01",276
1185690,"2020-04-03","2020","2023-02-17",1050
835136,"2023-06-11","2023","2023-09-09",90
719696,"2021-07-05","2021","2022-03-11",249
472511,"2020-01-19","2020","2023-03-02",1138
1000958,"2020-05-21","2020","2021-07-08",413
82710,"2022-09-04","2022","2023-08-18",348
669858,"2020-06-26","2020","2023-08-18",1148
552668,"2020-05-02","2020","2022-08-04",824
642439,"2020-01-20","2020","2022-06-25",887
1779269,"2021-12-01","2021","2022-06-23",204
247432,"2022-04-29","2022","2023-09-05",494
2066260,"2021-05-08","2021","2021-10-09",154
52136,"2023-01-21","2023","2023-12-30",343
362377,"2022-06-02","2022","2023-11-25",541
1405922,"2021-07-02","2021","2022-07-20",383
1470536,"2022-08-23","2022","2022-09-14",22
1422172,"2021-07-21","2021","2023-08-30",770
957935,"2022-11-05","2022","2023-06-15",222
423571,"2022-10-30","2022","2023-05-17",199
1210920,"2022-11-09","2022","2022-11-17",8
574171,"2021-06-26","2021","2023-11-08",865
176731,"2021-11-18","2021","2022-07-08",232
1516569,"2020-01-02","2020","2022-05-07",856
1928878,"2021-07-01","2021","2021-11-06",128
1254692,"2022-06-09","2022","2022-09-09",92
1231914,"2021-10-16","2021","2021-11-26",41
2043982,"2022-09-27","2022","2023-08-12",319
839901,"2022-05-16","2022","2023-09-02",474
501917,"2023-02-10","2023","2023-08-16",187
209781,"2022-01-11","2022","2022-02-19",39
493812,"2022-03-01","2022","2023-03-09",373
2072548,"2021-08-14","2021","2021-12-17",125
588490,"2022-05-10","2022","2022-07-06",57
1381825,"2021-08-18","2021","2023-01-17",517
68601,"2021-06-05","2021","2022-12-13",556
1735830,"2020-03-11","2020","2021-10-13",581
257250,"2020-08-15","2020","2023-07-27",1076
1250512,"2022-03-24","2022","2023-06-29",462
1391621,"2020-01-25","2020","2023-11-24",1399
335644,"2021-10-21","2021","2021-11-06",16
1879820,"2022-01-10","2022","2023-07-05",541
373834,"2023-04-01","2023","2023-08-02",123
1854221,"2023-07-04","2023","2023-11-09",128
1863222,"2021-12-28","2021","2023-09-12",623
612548,"2022-12-31","2022","2023-07-22",203
838710,"2021-07-01","2021","2022-07-18",382
922647,"2023-04-29","2023","2023-10-17",171
1680880,"2021-06-17","2021","2022-05-27",344
418243,"2022-01-04","2022","2023-04-27",478
496955,"2021-07-05","2021","2023-09-23",810
1968135,"2022-10-06","2022","2022-11-09",34
376804,"2020-10-05","2020","2023-10-17",1107
100300,"2020-06-03","2020","2021-12-27",572
846893,"2022-12-01","2022","2023-12-22",386
2024095,"2022-06-03","2022","2022-10-16",135
2085972,"2021-10-13","2021","2022-10-10",362
116383,"2021-09-30","2021","2022-11-24",420
151513,"2022-04-22","2022","2022-11-19",211
1713360,"2022-07-26","2022","2022-10-13",79
282871,"2021-06-16","2021","2023-01-10",573
1630989,"2021-12-23","2021","2023-03-11",443
1635614,"2023-02-14","2023","2023-12-09",298
1216587,"2022-06-11","2022","2023-03-17",279
334085,"2020-09-12","2020","2022-03-24",558
1609241,"2020-12-19","2020","2022-11-23",704
399376,"2021-10-28","2021","2022-10-22",359
88845,"2021-12-28","2021","2023-06-06",525
521488,"2022-01-18","2022","2022-04-15",87
1369494,"2021-08-21","2021","2023-07-20",698
104060,"2022-08-22","2022","2023-12-11",476
1696382,"2022-03-11","2022","2022-07-21",132
1251681,"2021-10-11","2021","2022-05-25",226
1512224,"2021-11-12","2021","2022-02-08",88
94333,"2022-04-15","2022","2023-07-14",455
1738785,"2023-06-03","2023","2023-06-15",12
1639188,"2020-01-11","2020","2023-02-01",1117
1846201,"2022-02-24","2022","2022-09-06",194
1915889,"2023-07-26","2023","2023-12-22",149
1523078,"2022-01-06","2022","2023-12-05",698
1487556,"2021-06-22","2021","2022-01-21",213
1318665,"2022-06-28","2022","2023-06-01",338
543164,"2020-01-01","2020","2023-11-24",1423
2094474,"2021-05-01","2021","2023-01-07",616
2016956,"2023-02-28","2023","2023-03-14",14
522843,"2022-02-23","2022","2023-01-03",314
830187,"2023-01-22","2023","2023-12-26",338
472439,"2020-02-22","2020","2021-05-27",460
538802,"2022-09-07","2022","2023-10-27",415
1675753,"2021-03-10","2021","2022-10-05",574
1200861,"2021-11-15","2021","2022-09-12",301
1600113,"2023-01-05","2023","2023-05-05",120
383412,"2020-01-10","2020","2021-09-07",606
11414,"2022-06-28","2022","2023-06-17",354
1696476,"2021-12-30","2021","2022-05-11",132
29048,"2022-02-03","2022","2023-09-16",590
1969334,"2021-05-05","2021","2021-06-10",36
572664,"2020-03-21","2020","2023-05-17",1152
552853,"2022-06-21","2022","2022-08-31",71
849618,"2020-02-04","2020","2020-02-13",9
1343607,"2021-12-18","2021","2022-05-14",147
1871395,"2021-10-28","2021","2023-07-11",621
638086,"2022-04-25","2022","2023-02-25",306
4891,"2021-10-03","2021","2023-10-07",734
655466,"2022-02-26","2022","2023-02-04",343
499392,"2022-11-03","2022","2022-12-20",47
1419367,"2020-01-02","2020","2022-10-01",1003
418023,"2020-01-13","2020","2022-12-22",1074
511700,"2023-02-08","2023","2023-12-20",315
1306855,"2022-11-10","2022","2023-02-06",88
506337,"2022-10-10","2022","2023-04-29",201
1779757,"2021-01-05","2021","2022-06-08",519
323452,"2021-05-19","2021","2021-06-19",31
702977,"2020-11-05","2020","2021-04-10",156
245994,"2022-11-25","2022","2023-06-24",211
1633288,"2020-01-01","2020","2023-03-10",1164
1426573,"2020-02-17","2020","2022-03-12",754
2029149,"2020-01-31","2020","2023-11-23",1392
460052,"2021-09-08","2021","2023-09-28",750
1851293,"2021-07-15","2021","2023-04-27",651
261383,"2020-03-04","2020","2022-01-27",694
1186955,"2020-01-02","2020","2023-03-18",1171
283847,"2022-09-13","2022","2022-09-17",4
557646,"2021-02-11","2021","2022-01-20",343
326511,"2023-04-25","2023","2023-12-14",233
1606790,"2022-02-23","2022","2023-01-02",313
1447535,"2022-01-06","2022","2022-03-02",55
324341,"2021-07-24","2021","2023-01-03",528
1746619,"2021-07-14","2021","2021-07-23",9
582229,"2021-05-06","2021","2022-05-18",377
1737481,"2022-02-19","2022","2023-06-06",472
1266257,"2021-06-10","2021","2023-05-11",700
112152,"2022-02-04","2022","2022-10-15",253
804887,"2020-06-02","2020","2023-01-21",963
1259683,"2021-01-07","2021","2022-09-10",611
1838773,"2020-02-29","2020","2021-12-25",665
399441,"2022-06-10","2022","2022-10-08",120
398127,"2020-01-30","2020","2022-08-30",943
193171,"2020-08-20","2020","2021-12-23",490
1802375,"2021-11-10","2021","2021-11-24",14
640251,"2021-08-18","2021","2022-05-04",259
1980107,"2021-06-19","2021","2022-05-21",336
1910696,"2023-10-29","2023","2023-12-23",55
153547,"2022-07-09","2022","2023-07-31",387
1367652,"2021-12-16","2021","2022-02-26",72
1883245,"2022-10-10","2022","2023-02-25",138
1952877,"2022-05-17","2022","2023-03-11",298
1274207,"2021-12-15","2021","2023-12-21",736
1884472,"2022-03-21","2022","2023-07-05",471
1643890,"2022-04-14","2022","2023-07-06",448
1907063,"2022-05-03","2022","2023-11-04",550
149170,"2023-06-07","2023","2023-07-23",46
2043416,"2020-02-22","2020","2022-04-28",796
367106,"2021-11-02","2021","2023-05-25",569
2073276,"2022-06-27","2022","2022-08-29",63
826256,"2023-05-13","2023","2023-05-23",10
1216864,"2020-05-29","2020","2022-12-08",923
1403200,"2020-06-20","2020","2022-12-01",894
445874,"2020-08-01","2020","2022-04-23",630
1579002,"2022-07-16","2022","2023-01-04",172
881827,"2023-05-27","2023","2023-06-03",7
478887,"2022-06-01","2022","2023-02-27",271
1304362,"2021-07-05","2021","2021-10-25",112
235068,"2021-12-03","2021","2022-06-03",182
209154,"2022-04-22","2022","2022-09-01",132
1685086,"2020-09-01","2020","2023-10-30",1154
95716,"2022-07-15","2022","2022-09-27",74
1944926,"2022-06-16","2022","2022-06-18",2
1802023,"2021-11-17","2021","2022-07-30",255
325294,"2022-08-09","2022","2023-05-26",290
401807,"2023-04-22","2023","2023-08-26",126
1625193,"2023-05-25","2023","2023-06-22",28
1488866,"2020-02-25","2020","2022-09-15",933
84407,"2022-09-10","2022","2023-05-13",245
948347,"2022-06-25","2022","2023-06-22",362
1551034,"2022-01-29","2022","2022-04-27",88
930853,"2022-10-01","2022","2023-11-10",405
1962464,"2022-08-22","2022","2022-12-24",124
1346508,"2021-12-22","2021","2022-01-01",10
1933148,"2021-07-14","2021","2023-05-31",686
1288629,"2021-10-02","2021","2022-11-19",413
1905975,"2021-10-14","2021","2022-10-05",356
1498863,"2022-05-28","2022","2023-05-29",366
224060,"2022-01-13","2022","2023-03-10",421
884181,"2021-10-30","2021","2022-03-23",144
1256874,"2022-01-08","2022","2022-07-14",187
721239,"2021-05-14","2021","2023-11-09",909
1481073,"2021-08-19","2021","2022-05-17",271
1867046,"2022-08-31","2022","2023-10-21",416
492788,"2023-06-29","2023","2023-10-26",119
1882891,"2022-05-04","2022","2022-07-01",58
218725,"2023-08-11","2023","2023-08-19",8
1298464,"2022-11-02","2022","2023-03-24",142
359035,"2022-05-12","2022","2022-07-07",56
208747,"2022-10-18","2022","2023-01-05",79
758033,"2021-06-14","2021","2022-05-01",321
631385,"2022-02-23","2022","2023-03-21",391
508063,"2021-12-23","2021","2023-08-20",605
1523657,"2022-08-12","2022","2023-12-05",480
833864,"2021-05-03","2021","2023-10-26",906
1577094,"2022-06-27","2022","2022-08-13",47
573368,"2023-11-02","2023","2023-11-22",20
2006297,"2021-12-22","2021","2022-08-15",236
1214883,"2022-07-21","2022","2022-09-17",58
1693702,"2021-08-26","2021","2023-02-10",533
1536755,"2021-12-18","2021","2022-10-31",317
1989665,"2020-06-02","2020","2023-02-22",995
76549,"2022-06-18","2022","2023-01-13",209
1505928,"2022-11-16","2022","2023-01-21",66
951242,"2020-03-05","2020","2021-11-19",624
1502016,"2021-06-03","2021","2022-12-17",562
2060595,"2022-02-18","2022","2023-08-15",543
387409,"2022-04-19","2022","2023-06-01",408
917427,"2021-06-20","2021","2023-12-24",917
1623680,"2022-02-15","2022","2022-11-03",261
164006,"2020-10-27","2020","2021-07-17",263
1230807,"2020-05-21","2020","2021-12-10",568
1329086,"2022-05-16","2022","2022-05-21",5
1412904,"2021-06-19","2021","2022-01-01",196
1035367,"2023-04-21","2023","2023-12-25",248
129982,"2022-01-29","2022","2023-11-25",665
597326,"2021-12-21","2021","2022-01-05",15
462442,"2020-04-23","2020","2021-09-01",496
327258,"2022-11-17","2022","2023-12-15",393
639813,"2022-12-20","2022","2023-09-13",267
85723,"2022-06-24","2022","2023-11-16",510
859583,"2021-01-09","2021","2022-04-30",476
1873443,"2021-07-17","2021","2021-08-13",27
1424429,"2022-08-30","2022","2023-12-20",477
784888,"2021-04-28","2021","2022-10-25",545
1870930,"2021-02-27","2021","2022-09-02",552
738313,"2020-12-03","2020","2022-05-23",536
1791418,"2021-12-14","2021","2022-02-27",75
83156,"2022-05-26","2022","2023-02-10",260
2096736,"2023-02-13","2023","2023-05-07",83
1832016,"2022-10-26","2022","2023-03-09",134
1233041,"2021-08-14","2021","2021-10-13",60
172164,"2022-01-27","2022","2023-01-23",361
1962015,"2022-01-13","2022","2022-10-12",272
2086292,"2022-07-23","2022","2022-08-19",27
1186508,"2022-05-24","2022","2022-11-07",167
1484671,"2021-10-06","2021","2023-01-15",466
1302460,"2020-02-14","2020","2021-08-23",556
195545,"2021-04-29","2021","2022-01-06",252
1897328,"2022-05-03","2022","2023-02-14",287
326747,"2022-07-20","2022","2023-05-25",309
1187028,"2020-10-15","2020","2021-05-05",202
1533322,"2022-07-02","2022","2022-08-10",39
