"customerkey","total","cohort_year","customer_group","m_1","m_3","m_6","m_12"
1185921,375.75264999999996,"2022","Low Value","0","0","0","0"
1185944,1394.4625362,"2020","Medium Value","0","0","0","0"
1186000,2339.29567284,"2021","Medium Value","0","0","0","0"
1186024,1633.5859268847998,"2022","Medium Value","0","0","0","0"
1186356,31.292348668200002,"2020","Low Value","0","0","0","0"
1186508,3148.0866539331,"2022","Medium Value","0","0","1","0"
1186665,2665.4953176,"2022","Medium Value","0","0","0","0"
1186685,2331.8619537252002,"2022","Medium Value","0","0","0","0"
1186828,1495.138905,"2020","Medium Value","0","0","0","0"
1186955,651.2066183300001,"2020","Medium Value","0","0","0","0"
1187004,1650.46759605,"2021","Medium Value","0","0","0","0"
1187028,4416.359374799999,"2020","High Value","0","0","0","1"
1187094,6168.451196648999,"2023","High Value","0","0","0","0"
1187400,2124.4813184,"2023","Medium Value","0","0","0","0"
1187472,706.524039936,"2022","Medium Value","0","0","0","0"
1187522,913.0009818719999,"2022","Medium Value","0","0","0","0"
1187534,7512.450126199999,"2022","High Value","0","0","0","0"
1187550,2429.5320572348005,"2021","Medium Value","0","0","0","0"
1187586,1811.6084612849997,"2022","Medium Value","0","0","0","0"
1187748,1950.5473501000001,"2021","Medium Value","0","0","1","0"
1187775,4819.860314453,"2022","High Value","0","0","0","1"
1187866,5321.01988035,"2021","High Value","0","0","0","0"
1187900,936.2986155000001,"2023","Medium Value","0","0","0","0"
1188041,277.1042656,"2022","Low Value","0","0","0","0"
1188154,585.0620787299999,"2020","Medium Value","0","0","0","0"
1188382,237.45598999999999,"2023","Low Value","0","0","0","0"
1188419,4607.4921377452,"2020","High Value","0","0","0","0"
1188655,1593.4475575799997,"2021","Medium Value","0","0","0","0"
1188949,416.6928865440001,"2023","Low Value","0","0","0","0"
1189295,188.6656992,"2023","Low Value","0","0","0","0"
1189353,1047.4329599999999,"2022","Medium Value","0","0","0","0"
1189598,1925.5428040499999,"2022","Medium Value","0","0","0","0"
1189602,5.7080580984,"2021","Low Value","0","0","0","0"
1189888,1018.5521426804,"2021","Medium Value","0","0","0","0"
1189933,676.806747282,"2022","Medium Value","0","0","0","0"
1189952,3024.4062576,"2022","Medium Value","0","0","0","0"
1190298,7169.121718233999,"2024","High Value","0","0","0","0"
1190306,587.19609,"2020","Medium Value","0","0","0","0"
1190453,1047.9121688,"2023","Medium Value","0","0","0","0"
1190510,4807.266703503799,"2020","High Value","0","0","0","0"
1190629,2373.2142839999997,"2021","Medium Value","0","0","0","0"
1190734,61.89123978,"2023","Low Value","0","0","0","0"
1190907,3709.5292513100003,"2022","Medium Value","0","0","1","0"
1190945,2554.669152,"2021","Medium Value","0","0","1","0"
1191037,707.4484697250001,"2022","Medium Value","0","0","0","1"
1191593,4070.3201544999997,"2023","High Value","0","1","0","0"
1191671,3604.34219016,"2022","Medium Value","0","0","0","0"
1191804,1831.3451971,"2023","Medium Value","0","0","0","0"
1191994,2176.13175,"2022","Medium Value","0","0","0","0"
1192088,5761.37209744,"2023","High Value","0","0","1","0"
1192337,684.11541429,"2021","Medium Value","0","0","0","0"
1192367,1686.2909393280001,"2024","Medium Value","0","0","0","0"
1193080,4029.6197788,"2024","High Value","0","0","0","0"
1193397,1265.520630208,"2022","Medium Value","0","0","0","0"
1193602,244.34382924,"2021","Low Value","0","0","0","0"
1193660,4466.2509957744005,"2020","High Value","0","0","1","0"
1193698,2680.4773800000003,"2022","Medium Value","0","0","0","0"
1193702,2579.5516752000003,"2022","Medium Value","0","0","1","0"
1193714,1128.348697067,"2020","Medium Value","1","0","0","0"
1193851,2437.7542511355,"2020","Medium Value","0","0","0","0"
1193905,5022.8858116515,"2021","High Value","0","0","0","1"
1194122,435.12273348,"2023","Low Value","0","0","0","0"
1194260,159.7040848274,"2021","Low Value","0","0","0","0"
1194361,4486.0544937222,"2021","High Value","0","0","0","0"
1194385,506.8522968,"2023","Medium Value","0","0","0","0"
1194432,1859.29039923,"2021","Medium Value","0","0","0","0"
1194483,353.6216244000001,"2020","Low Value","0","0","0","0"
1194508,2492.6325930000003,"2021","Medium Value","0","0","0","0"
1195055,5535.660077999999,"2022","High Value","0","0","0","1"
1195608,1061.79528,"2023","Medium Value","0","0","0","0"
1195623,1906.38096,"2023","Medium Value","0","0","0","0"
1195715,1192.6389111,"2022","Medium Value","0","0","0","0"
1195735,26.287623840000002,"2022","Low Value","0","0","0","0"
1196138,5840.829301405999,"2023","High Value","0","0","0","0"
1196175,1324.525379,"2022","Medium Value","0","0","0","0"
1196550,2542.30645374,"2020","Medium Value","0","0","0","0"
1196668,418.39047855,"2022","Low Value","0","0","0","0"
1196771,704.75533548,"2021","Medium Value","0","0","0","0"
1196782,106.56692228,"2021","Low Value","0","0","0","0"
1196919,2454.7651092,"2022","Medium Value","0","0","0","0"
1196981,4836.241977299999,"2020","High Value","0","0","0","0"
1197014,888.6054504919999,"2023","Medium Value","0","0","1","0"
1197049,10790.130561,"2023","High Value","0","0","0","0"
1197328,10202.026746799998,"2023","High Value","0","0","0","0"
1197366,2787.911328,"2023","Medium Value","0","0","0","0"
1197426,4.83677244,"2020","Low Value","0","0","0","0"
1197431,1762.6893968,"2022","Medium Value","0","0","1","0"
1197518,110.57256287999999,"2022","Low Value","0","0","0","0"
1197707,788.9118119999999,"2022","Medium Value","0","0","0","0"
1197766,715.3604289,"2023","Medium Value","0","0","0","0"
1198295,1070.4662846856,"2021","Medium Value","0","0","0","0"
1198333,3165.5528505999996,"2020","Medium Value","0","0","0","0"
1198356,4527.4842412858,"2020","High Value","0","0","0","0"
1198537,863.4774900071999,"2022","Medium Value","0","0","0","0"
1198617,577.7768133899999,"2021","Low Value","0","0","0","0"
1198619,35.714563092000006,"2023","Low Value","0","0","0","0"
1198622,2409.036333,"2022","Medium Value","0","0","0","0"
1198633,494.4012444,"2022","Low Value","0","0","0","0"
1198653,1103.4561423999999,"2024","Medium Value","0","0","0","0"
1198789,916.988184,"2022","Medium Value","0","0","0","0"
1198835,680.0699115,"2022","Medium Value","0","0","0","0"
1198897,190.9716102,"2022","Low Value","0","0","0","0"
1198898,279.70583721599996,"2020","Low Value","0","0","0","0"
1198929,1721.8137016,"2023","Medium Value","0","0","0","0"
1199122,1299.4572907200002,"2022","Medium Value","0","0","0","0"
1199142,1000.739383776,"2022","Medium Value","0","0","0","0"
1199331,1632.4417045638002,"2021","Medium Value","0","0","0","0"
1199420,739.566607936,"2023","Medium Value","0","0","0","0"
1199677,111.72369420799998,"2022","Low Value","0","0","0","0"
1199910,2425.14209025,"2022","Medium Value","0","0","0","0"
1200054,269.67668,"2022","Low Value","0","0","0","0"
1200073,1417.2199999999998,"2023","Medium Value","0","0","0","0"
1200391,664.94,"2022","Medium Value","0","0","0","0"
1200451,253.44,"2023","Low Value","0","0","0","0"
1200490,2112.5658,"2023","Medium Value","0","0","0","0"
1200493,722.4,"2020","Medium Value","0","0","0","0"
1200509,21902.4248,"2021","High Value","0","0","0","1"
1200639,12594.529999999999,"2023","High Value","0","0","0","0"
1200830,2360.04,"2020","Medium Value","0","0","0","0"
1200842,4606,"2022","High Value","0","0","0","0"
1200861,15761.709350000001,"2021","High Value","0","0","0","1"
1200867,510.38091000000003,"2021","Low Value","0","0","0","0"
1200873,1430.6460000000002,"2022","Medium Value","0","0","0","0"
1200888,9471.443700000002,"2021","High Value","0","0","0","0"
1200961,250.42950000000002,"2022","Low Value","0","0","0","0"
1200967,3504.6400000000003,"2023","High Value","0","1","0","0"
1200983,1011.97,"2024","Medium Value","0","1","0","0"
1201104,397.764,"2022","Low Value","0","0","0","0"
1201121,512.624,"2021","Low Value","0","0","0","0"
1201156,10052.22,"2020","High Value","0","0","0","0"
1201177,10485,"2022","High Value","0","0","0","0"
1201401,222.3285,"2022","Low Value","0","0","0","0"
1201444,2231.9,"2021","Medium Value","0","0","0","0"
1201530,1419.3400000000001,"2023","Medium Value","0","0","0","0"
1201567,278.485,"2024","Low Value","0","0","0","0"
1201669,3106.6352,"2022","Medium Value","0","0","0","0"
1201696,618.3,"2021","Medium Value","0","0","0","0"
1201707,95.22,"2020","Low Value","0","0","0","0"
1201842,113.96,"2023","Low Value","0","0","0","0"
1201855,804.4,"2022","Medium Value","0","0","0","0"
1201958,189.31,"2020","Low Value","0","0","0","0"
1201982,4180.48338,"2021","High Value","0","0","0","0"
1202000,2752.6560000000004,"2020","Medium Value","0","0","0","0"
1202162,455.69369,"2022","Low Value","0","0","0","0"
1202215,1694.36384,"2021","Medium Value","0","0","0","0"
1202235,4228.04,"2023","High Value","0","0","0","0"
1202301,3519.1559,"2022","Medium Value","0","0","1","0"
1202368,2098.728,"2021","Medium Value","0","0","0","0"
1202385,579.50556,"2021","Low Value","1","0","0","0"
1202577,2778.8588,"2021","Medium Value","0","0","0","0"
1202667,593.114,"2022","Low Value","0","0","0","0"
1202715,859.32,"2022","Medium Value","0","0","0","1"
1202743,781.695,"2020","Medium Value","0","0","0","0"
1202870,4846.0171,"2023","High Value","0","1","0","0"
1202898,1456.04,"2023","Medium Value","0","0","0","0"
1202939,507.813,"2023","Medium Value","0","0","0","0"
1202969,2687.8615299999997,"2021","Medium Value","0","0","0","1"
1202985,345.51,"2023","Low Value","0","0","0","0"
1203192,3324.2290000000003,"2022","Medium Value","0","0","0","0"
1203229,2034.91576,"2021","Medium Value","0","0","0","0"
1203236,2637.1800000000003,"2022","Medium Value","0","0","0","0"
1203238,4554.66,"2022","High Value","0","0","0","1"
1203255,6150.370199999999,"2023","High Value","0","0","0","0"
1203471,1504.5856800000001,"2021","Medium Value","0","0","0","0"
1203538,608.3766,"2021","Low Value","0","0","0","0"
1203554,4881.0792,"2022","High Value","0","0","0","0"
1203715,792.91,"2023","Medium Value","0","0","0","0"
1203853,4344.66,"2022","High Value","0","0","0","0"
1203890,177.9822,"2023","Low Value","0","0","0","0"
1203906,1645.8524,"2022","Medium Value","0","0","0","0"
1203937,158.34,"2024","Low Value","0","0","0","0"
1204094,294.849,"2022","Low Value","0","0","0","0"
1204141,1781.0899999999997,"2022","Medium Value","1","0","0","0"
1204424,2931.4502399999997,"2021","Medium Value","0","0","0","0"
1204552,3370.485,"2023","High Value","0","0","0","0"
1204569,3939.1447999999996,"2023","High Value","0","0","0","0"
1204609,2337.3959,"2023","Medium Value","0","0","0","0"
1204614,2251.2,"2021","Medium Value","0","0","0","0"
1204630,8792.95364,"2021","High Value","1","0","0","0"
1204703,2117.516,"2023","Medium Value","0","0","0","0"
1204979,1208.07,"2023","Medium Value","0","0","0","0"
1205060,6105.73,"2022","High Value","0","0","0","0"
1205178,403.4114,"2023","Low Value","0","0","0","0"
1205203,1473.6735999999999,"2023","Medium Value","0","0","0","0"
1205205,1845.36,"2021","Medium Value","0","0","0","0"
1205245,3682.65443,"2021","Medium Value","0","0","0","1"
1205311,109.99,"2022","Low Value","0","0","0","0"
1205419,2049.646,"2023","Medium Value","0","0","0","0"
1205434,2061,"2022","Medium Value","0","0","0","0"
1205507,2363.28,"2021","Medium Value","0","0","0","0"
1205553,1375.08,"2023","Medium Value","0","0","0","0"
1205805,3809.5433199999993,"2022","Medium Value","0","0","0","0"
1205945,4054.0135199999995,"2020","High Value","0","0","0","0"
1206012,3693,"2023","High Value","0","0","0","0"
1206015,5171.9262,"2022","High Value","0","1","0","0"
1206284,1069.5,"2023","Medium Value","0","0","0","0"
1206346,26.784,"2020","Low Value","0","0","0","0"
1206500,9302.34,"2022","High Value","0","0","0","0"
1206543,26.562,"2023","Low Value","0","0","0","0"
1206746,1116.796,"2022","Medium Value","0","0","0","0"
1206780,688.1700000000001,"2024","Medium Value","0","0","0","0"
1206884,6978.197,"2020","High Value","0","0","0","0"
1206955,5676.293,"2021","High Value","0","0","0","1"
1207042,49.67326,"2020","Low Value","0","0","0","0"
1207143,4422.845,"2022","High Value","0","0","0","0"
1207156,719.499,"2021","Medium Value","0","0","0","1"
1207208,176.08499999999998,"2022","Low Value","0","0","0","0"
1207242,1900.9509200000002,"2020","Medium Value","0","0","0","0"
1207276,3780,"2022","Medium Value","0","0","0","0"
1207356,4602.224410000001,"2021","High Value","0","0","0","0"
1207474,3860.955,"2021","Medium Value","0","0","0","0"
1207498,2333.96,"2024","Medium Value","0","0","0","0"
1207586,203.81,"2024","Low Value","0","0","0","0"
1207605,2466.61,"2023","Medium Value","0","0","0","0"
1207609,1614.9255,"2021","Medium Value","0","0","0","0"
1207662,3299.83111,"2020","High Value","0","0","0","0"
1207716,673.766,"2022","Medium Value","0","0","0","0"
1207891,1172.609,"2022","Medium Value","0","0","0","0"
1207995,15196.644419999999,"2020","High Value","0","1","0","0"
1208088,1874.3055,"2024","Medium Value","0","0","0","0"
1208520,12844.475440000002,"2022","High Value","0","0","0","0"
1208644,417.28499999999997,"2021","Low Value","0","0","0","0"
1208669,3067.2228,"2023","Medium Value","0","1","0","0"
1208802,14517.64736,"2021","High Value","0","0","0","0"
1208877,2949.55091,"2020","Medium Value","0","0","0","0"
1209190,937.9205999999999,"2022","Medium Value","0","0","0","0"
1209314,1087.4822399999998,"2020","Medium Value","0","0","0","0"
1209382,1391.15,"2024","Medium Value","0","0","0","0"
1209458,4542.999,"2022","High Value","0","0","0","0"
1209560,3244.2999999999997,"2022","Medium Value","0","0","0","0"
1209857,3429.798,"2023","High Value","0","0","0","0"
1209885,2373.515,"2022","Medium Value","0","1","0","0"
1210231,278.9907,"2023","Low Value","0","0","0","0"
1210308,1261.73,"2022","Medium Value","0","0","0","1"
1210396,2231.502,"2023","Medium Value","0","0","0","0"
1210413,496.52463,"2021","Low Value","0","0","0","0"
1210571,3548.871545,"2021","Medium Value","0","0","0","1"
1210621,2782.987,"2023","Medium Value","0","0","0","0"
1210674,420.6072,"2023","Low Value","0","0","0","0"
1210811,862.41,"2024","Medium Value","0","0","0","0"
1210864,637.97,"2022","Medium Value","0","0","0","0"
1210920,797.9955,"2022","Medium Value","1","0","0","0"
1211090,5315.287,"2022","High Value","0","0","1","0"
1211106,1532.472,"2022","Medium Value","0","0","0","0"
1211335,7049.67,"2022","High Value","0","0","0","0"
1211429,49.11192,"2020","Low Value","0","0","0","0"
1211430,3196.3799999999997,"2020","Medium Value","0","0","0","0"
1211461,466.47,"2021","Low Value","0","0","0","0"
1211492,222.11,"2020","Low Value","0","0","0","0"
1211517,570.1433999999999,"2022","Low Value","0","0","0","0"
1211524,898.0918800000001,"2022","Medium Value","0","0","0","0"
1211794,66.0557,"2023","Low Value","0","0","0","0"
1211909,485.46,"2023","Low Value","0","0","0","0"
1211963,743.759,"2022","Medium Value","0","0","0","1"
1211998,2246.339,"2021","Medium Value","0","0","0","0"
1212098,264.6,"2021","Low Value","0","0","0","0"
1212176,1081.6738200000002,"2021","Medium Value","0","1","0","0"
1212406,579.46,"2023","Medium Value","0","0","0","0"
1212411,1258.5167999999999,"2021","Medium Value","0","0","0","1"
1212440,1986.213,"2021","Medium Value","0","0","0","0"
1212447,205.3645,"2024","Low Value","0","0","0","0"
1212465,4083.3915,"2020","High Value","0","0","0","0"
1212541,11740.98,"2022","High Value","0","0","0","0"
1212558,954.02,"2023","Medium Value","0","0","0","0"
1212720,9308.3646,"2022","High Value","0","0","0","1"
1212819,1575.0500000000002,"2023","Medium Value","0","0","0","0"
1212822,43.4565,"2022","Low Value","0","0","0","0"
1212953,1332.1438,"2021","Medium Value","0","0","0","0"
1212986,353.4,"2023","Low Value","0","0","0","0"
1213168,4308.21,"2022","High Value","0","0","0","1"
1213203,1009,"2023","Medium Value","0","0","0","0"
1213314,2201.442,"2020","Medium Value","0","0","0","0"
1213315,883.3439999999999,"2021","Medium Value","0","0","0","0"
1213413,752.4,"2021","Medium Value","0","0","0","0"
1213569,1537.1100000000001,"2020","Medium Value","0","0","0","0"
1213611,141.857,"2024","Low Value","0","0","0","0"
1213717,7560.8460000000005,"2021","High Value","1","0","0","0"
1213760,885.16,"2022","Medium Value","0","0","0","0"
1214006,1960.0950000000003,"2022","Medium Value","0","0","0","0"
1214061,3145.0860000000002,"2020","Medium Value","0","0","0","0"
1214113,520.2252,"2020","Medium Value","0","0","0","0"
1214165,3297.3,"2020","Medium Value","0","0","0","1"
1214359,2272.9464,"2022","Medium Value","0","1","0","0"
1214372,2162.874,"2023","Medium Value","0","0","0","0"
1214376,552.114,"2022","Low Value","0","0","0","0"
1214380,2361.5289000000002,"2021","Medium Value","0","0","0","0"
1214542,1927.0679999999998,"2024","Medium Value","0","0","0","0"
1214608,156.276,"2023","Low Value","0","0","0","0"
1214618,517.00828,"2021","Low Value","0","0","0","0"
1214632,1838.63045,"2022","Medium Value","0","0","0","1"
1214691,61.73307,"2022","Low Value","0","0","0","0"
1214737,4868.610000000001,"2023","High Value","0","0","0","0"
1214883,9064.25,"2022","High Value","0","1","0","1"
1214993,1842.3022,"2022","Medium Value","0","0","0","0"
1215063,1368.6474,"2021","Medium Value","0","0","0","0"
1215193,2424.8559999999998,"2021","Medium Value","0","0","0","0"
1215348,3837.972,"2022","Medium Value","0","0","0","0"
1215469,6252.8933,"2024","High Value","0","0","0","0"
1215701,11866.43,"2020","High Value","0","0","0","0"
1215703,3732.66,"2022","Medium Value","0","0","0","0"
1215728,458,"2023","Low Value","0","0","0","0"
1215797,1195.5079999999998,"2022","Medium Value","0","0","0","0"
1215807,2634.247,"2021","Medium Value","0","0","0","1"
1215886,53.8284,"2023","Low Value","0","0","0","0"
1215919,262.08,"2020","Low Value","0","0","0","0"
1215926,316.395,"2021","Low Value","0","0","0","0"
1215949,859.49801,"2021","Medium Value","0","0","0","0"
1216057,5892.8704,"2023","High Value","0","0","0","0"
1216285,9832.5281,"2022","High Value","0","1","0","1"
1216351,14219.015679999999,"2021","High Value","0","0","1","1"
1216366,378.702,"2021","Low Value","0","0","0","0"
1216447,4648.804099999999,"2021","High Value","0","0","1","0"
1216549,4456.511194999999,"2020","High Value","0","0","0","0"
1216587,2400.0925,"2022","Medium Value","0","0","0","1"
1216617,3554.7469600000004,"2021","Medium Value","0","0","0","0"
1216666,17.99,"2022","Low Value","0","0","0","0"
1216798,4552.812510000001,"2022","High Value","0","0","0","0"
1216864,183.825,"2020","Low Value","0","0","0","0"
1216877,1110.645,"2022","Medium Value","0","0","0","0"
1216896,290.25600000000003,"2022","Low Value","0","0","0","0"
1216970,6.291,"2021","Low Value","0","0","0","0"
1217059,1369.86,"2020","Medium Value","0","0","0","0"
1217159,1420.4417,"2022","Medium Value","0","0","0","1"
1217665,1706.2542,"2021","Medium Value","0","0","0","0"
1217787,4537.842000000001,"2022","High Value","0","0","0","0"
1217863,4589.7321,"2022","High Value","0","0","0","0"
1217870,1079.8,"2023","Medium Value","0","0","0","0"
1217929,2498.36,"2023","Medium Value","0","0","0","0"
1217937,4641.943499999999,"2020","High Value","0","0","0","0"
1218183,2226.9984,"2023","Medium Value","0","0","0","0"
1218244,2531.68329,"2021","Medium Value","0","0","0","0"
1218322,1598.7199999999998,"2022","Medium Value","0","0","0","1"
1218394,3990.3114349999996,"2022","High Value","0","0","0","0"
1218395,2143.6742,"2023","Medium Value","0","0","0","0"
1218513,3669.4132000000004,"2023","High Value","0","0","0","0"
1218534,140.4668,"2024","Low Value","0","0","0","0"
1218547,2110.5,"2021","Medium Value","0","0","0","0"
1218554,2349.505,"2022","Medium Value","0","0","0","1"
1218602,767.7056,"2022","Medium Value","0","0","0","0"
1218610,301.3722,"2022","Low Value","0","0","0","0"
1218664,3163.8402899999996,"2022","Medium Value","0","0","1","0"
1218682,2733.2299999999996,"2023","Medium Value","1","0","0","0"
1218788,443.8734,"2021","Low Value","0","0","0","0"
1218839,1454.69,"2020","Medium Value","0","0","0","0"
1218893,432.00079999999997,"2023","Low Value","0","0","0","0"
1219198,2234.3999999999996,"2022","Medium Value","0","0","0","0"
1219399,9429.35544,"2021","High Value","0","0","1","0"
1219460,7683.75,"2022","High Value","0","0","0","0"
1219598,6338.332,"2022","High Value","0","0","0","1"
1219669,4407.156,"2020","High Value","0","0","0","0"
1219724,212.265,"2021","Low Value","0","0","0","0"
1219884,512.556,"2022","Low Value","0","0","0","0"
1219885,946.9366,"2022","Medium Value","0","0","1","0"
1219946,1171.7581500000001,"2022","Medium Value","0","0","0","0"
1220062,993.891,"2023","Medium Value","0","0","0","0"
1220071,2627.19,"2023","Medium Value","0","0","0","0"
1220182,65.205,"2021","Low Value","0","0","0","0"
1220211,766.87,"2020","Medium Value","0","0","0","0"
1220245,349.236,"2021","Low Value","0","0","0","0"
1220361,683.3000000000001,"2022","Medium Value","0","0","0","0"
1220456,826.8629999999999,"2022","Medium Value","0","0","0","0"
1220532,1332.40074,"2020","Medium Value","0","0","0","1"
1220546,4367.168,"2023","High Value","0","0","0","0"
1220566,306.748,"2020","Low Value","0","0","0","0"
1220668,2785.42565,"2021","Medium Value","0","0","0","0"
1220794,979.27,"2023","Medium Value","0","0","1","0"
1220895,283.93199999999996,"2021","Low Value","0","0","0","0"
1221086,5139.8168000000005,"2022","High Value","0","0","0","1"
1221098,5429.754,"2022","High Value","0","0","0","1"
1221165,2813.2506000000003,"2022","Medium Value","0","0","0","0"
1221172,3108.7428000000004,"2021","Medium Value","0","0","0","0"
1221227,1243.8906000000002,"2022","Medium Value","0","0","1","0"
1221312,64.4,"2020","Low Value","0","0","0","0"
1221334,1499.9007000000001,"2021","Medium Value","0","0","0","0"
1221345,134.56422,"2020","Low Value","0","0","0","0"
1221661,3570.777,"2020","High Value","0","0","0","0"
1221694,2421.478,"2022","Medium Value","0","0","1","0"
1221721,54.87,"2022","Low Value","0","0","0","0"
1221793,1714.893,"2022","Medium Value","0","0","0","0"
1221800,539.97,"2022","Low Value","0","0","0","0"
1221940,312.58816,"2020","Low Value","0","0","0","0"
1222146,8312.713520000001,"2021","High Value","1","0","0","0"
1222190,389.19774,"2021","Low Value","0","0","0","0"
1222318,2191.4927399999997,"2021","Medium Value","0","0","0","0"
1222339,3131.7099900000003,"2022","Medium Value","0","0","0","0"
1222391,5311.67,"2022","High Value","0","1","0","0"
1222402,915.432,"2021","Medium Value","0","0","0","0"
1222571,2026.0900000000001,"2021","Medium Value","0","0","0","0"
1222689,129.93,"2023","Low Value","0","0","0","1"
1222704,348,"2022","Low Value","0","0","0","0"
1222985,1582.08,"2021","Medium Value","0","0","0","0"
1222999,754.2377200000001,"2021","Medium Value","0","0","0","0"
1223194,8.712,"2020","Low Value","0","0","0","0"
1223199,59.32998,"2020","Low Value","0","0","0","0"
1223228,4.1712,"2024","Low Value","0","0","0","0"
1223230,5639.97791,"2021","High Value","0","0","1","0"
1223244,1391.193,"2021","Medium Value","0","0","0","0"
1223326,258,"2022","Low Value","0","0","0","0"
1223405,601.92,"2024","Medium Value","0","0","0","0"
1223467,11.9454,"2023","Low Value","0","0","0","0"
1223533,374.2885,"2024","Low Value","0","0","0","0"
1223571,4073.832,"2021","Medium Value","0","0","0","0"
1223575,3315.9403399999997,"2022","Medium Value","0","0","0","0"
1223650,114.08,"2023","Low Value","0","0","0","0"
1223687,3488.5441,"2022","Medium Value","0","0","0","0"
1223871,6649.297800000001,"2023","High Value","0","0","0","0"
1223998,4971.122600000001,"2022","High Value","0","0","0","0"
1224030,1186.6999999999998,"2023","Medium Value","0","0","0","0"
1224056,2479.66344,"2022","Medium Value","0","0","0","0"
1224080,924.346,"2023","Medium Value","0","0","0","0"
1224092,1409.265,"2020","Medium Value","0","0","0","0"
1224098,3998.325,"2022","High Value","0","0","0","0"
1224103,14211.0082,"2023","High Value","0","0","0","0"
1224190,3703,"2021","Medium Value","0","0","0","0"
1224216,2016.1358000000002,"2022","Medium Value","0","0","0","0"
1224433,5947.83687,"2022","High Value","0","0","0","0"
1224442,62.595,"2022","Low Value","0","0","0","0"
1224477,745.6890000000001,"2022","Medium Value","0","0","0","0"
1224485,8532.9468,"2021","High Value","0","0","0","0"
1224498,3227.7385249999998,"2020","Medium Value","0","0","0","0"
1224516,776.5799999999999,"2023","Medium Value","0","0","0","0"
1224589,3088.1604300000004,"2021","Medium Value","0","0","0","0"
1224618,7380.5184,"2021","High Value","0","0","0","0"
1224632,3104.848,"2021","Medium Value","0","0","0","1"
1224683,1830.6207200000001,"2022","Medium Value","0","0","0","0"
1224772,4343.27,"2022","High Value","0","0","0","0"
1225008,2299.4356,"2023","Medium Value","0","0","0","0"
1225065,1196.92,"2024","Medium Value","0","0","0","0"
1225390,97.3626,"2022","Low Value","0","0","0","0"
1225489,1942.68216,"2022","Medium Value","0","0","0","0"
1225647,1355.99,"2024","Medium Value","0","0","0","0"
1225649,901.3199999999999,"2022","Medium Value","0","0","0","0"
1225925,2620.623,"2020","Medium Value","0","0","0","0"
1225990,1130.961,"2021","Medium Value","0","0","0","0"
1226035,482.942,"2022","Low Value","0","0","0","0"
1226093,877.4431,"2022","Medium Value","0","0","0","0"
1226259,3463.9701,"2020","High Value","0","0","0","0"
1226348,5943.324,"2023","High Value","0","0","0","0"
1226373,812,"2022","Medium Value","0","0","0","0"
1226413,1788.8500000000001,"2021","Medium Value","0","0","0","0"
1226491,2427.05751,"2020","Medium Value","0","0","0","1"
1226493,9.0909,"2023","Low Value","0","0","0","0"
1226517,2016.14651,"2022","Medium Value","0","0","0","0"
1226574,3174,"2024","High Value","0","0","0","0"
1226584,360.05667,"2020","Low Value","0","0","0","0"
1226586,3618.3940000000002,"2022","Medium Value","0","0","0","1"
1226712,2705.748,"2023","Medium Value","0","0","0","0"
1226714,4318.88,"2024","High Value","0","0","0","0"
1226845,153.978,"2020","Low Value","0","0","0","0"
1226977,1660.95402,"2021","Medium Value","0","0","0","0"
1226979,2334,"2022","Medium Value","0","0","0","0"
1227173,1102.725,"2022","Medium Value","0","0","0","0"
1227340,1943.9123,"2023","Medium Value","0","0","0","0"
1227367,2187.97278,"2021","Medium Value","0","0","0","1"
1227393,1949.76568,"2020","Medium Value","0","0","0","0"
1227443,908.6034999999999,"2023","Medium Value","0","0","0","0"
1227452,323.45000000000005,"2022","Low Value","0","0","0","0"
1227461,2997.72,"2022","Medium Value","0","0","0","0"
1227509,8150.0960000000005,"2022","High Value","0","0","1","0"
1227583,712.9300000000001,"2022","Medium Value","0","0","0","0"
1227589,535.96,"2022","Low Value","0","0","0","0"
1227652,127.4,"2022","Low Value","0","0","0","0"
1227683,2341.252,"2022","Medium Value","0","0","0","1"
1227775,281.38559999999995,"2023","Low Value","0","0","0","0"
1227963,159.3,"2022","Low Value","0","0","0","0"
1227980,123.7236,"2023","Low Value","0","0","0","0"
1228084,2657.1500000000005,"2021","Medium Value","0","0","0","0"
1228132,459.99,"2022","Low Value","0","0","0","0"
1228195,1690.5408000000002,"2023","Medium Value","0","0","0","0"
1228199,363.9693,"2021","Low Value","0","0","0","0"
1228242,922.9,"2023","Medium Value","0","0","1","0"
1228314,5079.285,"2022","High Value","0","0","0","1"
1228400,8228.775000000001,"2023","High Value","0","0","0","0"
1228674,18.4536,"2023","Low Value","0","0","0","0"
1228700,2223.3556,"2024","Medium Value","0","0","0","0"
1228702,10772.83981,"2021","High Value","0","0","0","0"
1228838,7528.004000000001,"2022","High Value","0","1","0","0"
1228841,11520.11532,"2022","High Value","0","0","0","0"
1228887,365.865,"2020","Low Value","0","0","1","0"
1229147,378.53634,"2022","Low Value","0","0","0","0"
1229326,1382.1,"2023","Medium Value","0","0","0","0"
1229405,59.514,"2022","Low Value","0","0","0","0"
1229459,1528.181,"2022","Medium Value","0","0","0","0"
1229552,11391.36,"2022","High Value","0","0","0","0"
1229587,3972.1324,"2022","High Value","0","0","0","0"
1229604,769.523,"2023","Medium Value","0","0","0","0"
1229611,15.87,"2022","Low Value","0","0","0","0"
1229721,526.5423999999999,"2022","Low Value","0","0","0","1"
1229723,530.454,"2023","Medium Value","0","0","0","0"
1229908,3860.5618,"2022","High Value","0","0","0","0"
