;customerkey;cohort_year;month;retirned_customer
55672;626605;2020;Month 6;0
55673;626658;2020;Month 6;0
55674;626717;2020;Month 6;0
55675;626748;2021;Month 6;0
55676;626876;2024;Month 6;0
55677;626924;2021;Month 6;0
55678;626952;2023;Month 6;0
55679;627050;2023;Month 6;1
55680;627134;2022;Month 6;0
55681;627153;2022;Month 6;1
55682;627167;2022;Month 6;0
55683;627329;2023;Month 6;0
55684;627501;2022;Month 6;0
55685;627523;2022;Month 6;0
55686;627582;2022;Month 6;0
55687;627597;2022;Month 6;0
55688;627602;2022;Month 6;0
55689;627653;2021;Month 6;0
55690;627756;2022;Month 6;0
55691;627836;2021;Month 6;0
55692;627865;2021;Month 6;0
55693;627873;2023;Month 6;0
55694;628046;2020;Month 6;1
55695;628068;2021;Month 6;0
55696;628086;2023;Month 6;0
55697;628198;2023;Month 6;0
55698;628276;2020;Month 6;0
55699;628359;2020;Month 6;0
55700;628374;2024;Month 6;0
55701;628461;2022;Month 6;0
55702;628548;2024;Month 6;0
55703;628663;2022;Month 6;0
55704;628673;2020;Month 6;0
55705;628850;2022;Month 6;0
55706;628880;2023;Month 6;0
55707;628915;2022;Month 6;0
55708;628928;2022;Month 6;0
55709;629196;2022;Month 6;0
55710;629218;2022;Month 6;0
55711;629235;2023;Month 6;0
55712;629236;2023;Month 6;0
55713;629244;2023;Month 6;0
55714;629418;2022;Month 6;0
55715;629463;2023;Month 6;0
55716;629873;2022;Month 6;0
55717;629875;2023;Month 6;0
55718;630007;2022;Month 6;0
55719;630086;2020;Month 6;0
55720;630107;2023;Month 6;0
55721;630127;2024;Month 6;0
55722;630143;2023;Month 6;0
55723;630155;2022;Month 6;0
55724;630175;2023;Month 6;0
55725;630269;2023;Month 6;0
55726;630309;2022;Month 6;0
55727;630488;2020;Month 6;0
55728;631006;2021;Month 6;0
55729;631138;2023;Month 6;0
55730;631203;2020;Month 6;0
55731;631259;2023;Month 6;0
55732;631305;2023;Month 6;0
55733;631336;2022;Month 6;0
55734;631380;2023;Month 6;0
55735;631385;2022;Month 6;0
55736;631474;2021;Month 6;0
55737;631478;2020;Month 6;0
55738;631630;2023;Month 6;0
55739;631663;2022;Month 6;0
55740;631673;2020;Month 6;0
55741;631923;2021;Month 6;0
55742;632134;2023;Month 6;0
55743;632433;2022;Month 6;0
55744;632470;2022;Month 6;0
55745;632554;2023;Month 6;0
55746;632666;2022;Month 6;0
55747;632675;2022;Month 6;0
55748;632859;2022;Month 6;0
55749;632860;2023;Month 6;0
55750;632878;2020;Month 6;0
55751;632904;2022;Month 6;1
55752;633037;2023;Month 6;0
55753;633247;2022;Month 6;0
55754;633280;2023;Month 6;0
55755;633305;2023;Month 6;0
55756;633362;2023;Month 6;0
55757;633460;2022;Month 6;0
55758;633510;2023;Month 6;0
55759;633514;2023;Month 6;0
55760;633611;2023;Month 6;0
55761;633705;2023;Month 6;0
55762;633841;2023;Month 6;0
55763;633877;2021;Month 6;0
55764;633985;2022;Month 6;0
55765;633990;2023;Month 6;0
55766;634025;2020;Month 6;0
55767;634039;2020;Month 6;1
55768;634199;2022;Month 6;0
55769;634200;2023;Month 6;0
55770;634350;2023;Month 6;0
55771;634524;2021;Month 6;0
55772;634542;2022;Month 6;0
55773;634696;2022;Month 6;0
55774;634766;2022;Month 6;0
55775;634769;2020;Month 6;0
55776;634888;2022;Month 6;0
55777;634979;2022;Month 6;0
55778;635379;2023;Month 6;0
55779;635679;2022;Month 6;0
55780;635782;2023;Month 6;0
55781;635834;2021;Month 6;0
55782;635962;2022;Month 6;0
55783;636033;2020;Month 6;0
55784;636212;2022;Month 6;0
55785;636241;2020;Month 6;0
55786;636351;2021;Month 6;0
55787;636439;2022;Month 6;0
55788;636661;2023;Month 6;0
55789;636834;2022;Month 6;0
55790;636999;2023;Month 6;0
55791;637057;2022;Month 6;1
55792;637169;2023;Month 6;0
55793;637189;2023;Month 6;0
55794;637570;2023;Month 6;0
55795;637699;2021;Month 6;0
55796;637816;2022;Month 6;0
55797;637963;2023;Month 6;0
55798;638051;2021;Month 6;0
55799;638068;2023;Month 6;0
55800;638086;2022;Month 6;0
55801;638198;2022;Month 6;0
55802;638221;2022;Month 6;0
55803;638231;2023;Month 6;0
55804;638279;2022;Month 6;0
55805;638301;2021;Month 6;0
55806;638307;2023;Month 6;0
55807;638636;2021;Month 6;0
55808;638642;2023;Month 6;0
55809;638949;2023;Month 6;0
55810;638975;2024;Month 6;0
55811;639075;2021;Month 6;0
55812;639195;2021;Month 6;0
55813;639219;2021;Month 6;0
55814;639255;2023;Month 6;0
55815;639688;2020;Month 6;0
55816;639758;2022;Month 6;0
55817;639760;2022;Month 6;0
55818;639813;2022;Month 6;0
55819;639831;2021;Month 6;0
55820;639982;2020;Month 6;0
55821;640035;2022;Month 6;0
55822;640251;2021;Month 6;0
55823;640256;2021;Month 6;0
55824;640341;2021;Month 6;0
55825;640349;2023;Month 6;0
55826;640450;2022;Month 6;0
55827;640509;2023;Month 6;1
55828;640570;2022;Month 6;0
55829;640591;2022;Month 6;0
55830;640597;2021;Month 6;0
55831;640757;2022;Month 6;0
55832;640788;2022;Month 6;0
55833;640862;2021;Month 6;0
55834;640981;2022;Month 6;0
55835;641220;2022;Month 6;0
55836;641262;2021;Month 6;0
55837;641334;2022;Month 6;0
55838;641458;2023;Month 6;0
55839;641517;2020;Month 6;0
55840;641662;2022;Month 6;0
55841;641710;2021;Month 6;0
55842;641814;2022;Month 6;0
55843;641850;2023;Month 6;0
55844;641874;2022;Month 6;0
55845;642109;2021;Month 6;0
55846;642139;2022;Month 6;0
55847;642199;2021;Month 6;0
55848;642319;2020;Month 6;0
55849;642399;2023;Month 6;0
55850;642439;2020;Month 6;0
55851;642485;2023;Month 6;0
55852;642550;2022;Month 6;0
55853;642561;2023;Month 6;0
55854;642667;2021;Month 6;0
55855;642969;2020;Month 6;0
55856;642986;2024;Month 6;0
55857;643093;2023;Month 6;0
55858;643215;2022;Month 6;0
55859;643252;2022;Month 6;0
55860;643680;2020;Month 6;0
55861;643690;2022;Month 6;0
55862;643773;2022;Month 6;0
55863;644093;2022;Month 6;0
55864;644150;2023;Month 6;0
55865;644169;2022;Month 6;0
55866;644172;2022;Month 6;0
55867;644185;2020;Month 6;0
55868;644191;2022;Month 6;0
55869;644256;2022;Month 6;0
55870;644376;2023;Month 6;0
55871;644519;2024;Month 6;0
55872;644602;2023;Month 6;0
55873;644727;2022;Month 6;0
55874;644839;2022;Month 6;0
55875;644861;2021;Month 6;0
55876;645088;2023;Month 6;0
55877;645185;2023;Month 6;0
55878;645270;2020;Month 6;0
55879;645330;2022;Month 6;0
55880;645338;2023;Month 6;0
55881;645400;2021;Month 6;0
55882;645473;2023;Month 6;0
55883;645575;2022;Month 6;0
55884;645606;2021;Month 6;0
55885;645642;2021;Month 6;0
55886;645789;2024;Month 6;0
55887;645803;2023;Month 6;0
55888;645871;2023;Month 6;1
55889;645933;2021;Month 6;0
55890;645953;2022;Month 6;0
55891;645972;2023;Month 6;0
55892;646119;2022;Month 6;0
55893;646160;2022;Month 6;0
55894;646298;2022;Month 6;0
55895;646343;2022;Month 6;0
55896;646362;2021;Month 6;0
55897;646478;2023;Month 6;0
55898;646483;2023;Month 6;0
55899;646554;2022;Month 6;0
55900;646570;2021;Month 6;0
55901;646636;2021;Month 6;0
55902;646662;2021;Month 6;0
55903;646832;2022;Month 6;0
55904;646846;2022;Month 6;0
55905;646868;2024;Month 6;0
55906;646938;2023;Month 6;0
55907;646987;2022;Month 6;0
55908;647027;2023;Month 6;0
55909;647071;2022;Month 6;0
55910;647234;2023;Month 6;0
55911;647241;2023;Month 6;0
55912;647283;2021;Month 6;0
55913;647490;2022;Month 6;1
55914;647546;2021;Month 6;0
55915;647612;2021;Month 6;0
55916;647703;2023;Month 6;0
55917;647814;2021;Month 6;0
55918;647930;2021;Month 6;0
55919;648069;2022;Month 6;0
55920;648121;2020;Month 6;0
55921;648530;2023;Month 6;0
55922;648600;2022;Month 6;0
55923;648891;2022;Month 6;0
55924;648903;2023;Month 6;0
55925;649337;2022;Month 6;0
55926;649467;2020;Month 6;0
55927;649499;2022;Month 6;0
55928;649825;2023;Month 6;0
55929;649907;2021;Month 6;0
55930;650008;2020;Month 6;0
55931;650041;2021;Month 6;0
55932;650167;2022;Month 6;0
55933;650747;2023;Month 6;0
55934;650904;2021;Month 6;0
55935;651119;2023;Month 6;0
55936;651133;2022;Month 6;0
55937;651150;2023;Month 6;0
55938;651218;2022;Month 6;0
55939;651261;2022;Month 6;0
55940;651271;2021;Month 6;0
55941;651492;2021;Month 6;0
55942;651524;2020;Month 6;0
55943;651534;2022;Month 6;1
55944;651576;2023;Month 6;0
55945;651578;2022;Month 6;0
55946;651813;2023;Month 6;0
55947;651820;2022;Month 6;0
55948;651860;2020;Month 6;0
55949;651876;2020;Month 6;0
55950;652115;2023;Month 6;0
55951;652336;2022;Month 6;0
55952;652525;2021;Month 6;0
55953;652587;2023;Month 6;0
55954;652620;2020;Month 6;0
55955;652622;2023;Month 6;0
55956;652672;2022;Month 6;0
55957;652696;2021;Month 6;0
55958;652721;2023;Month 6;0
55959;652743;2021;Month 6;0
55960;652763;2023;Month 6;0
55961;652840;2023;Month 6;0
55962;652866;2021;Month 6;0
55963;652944;2021;Month 6;0
55964;653018;2023;Month 6;0
55965;653020;2021;Month 6;0
55966;653199;2022;Month 6;0
55967;653243;2020;Month 6;0
55968;653352;2023;Month 6;0
55969;653369;2023;Month 6;0
55970;653376;2020;Month 6;0
55971;653859;2021;Month 6;0
55972;654118;2023;Month 6;0
55973;654180;2022;Month 6;0
55974;654425;2022;Month 6;0
55975;654435;2020;Month 6;0
55976;654461;2023;Month 6;0
55977;654699;2020;Month 6;0
55978;654702;2023;Month 6;0
55979;654815;2024;Month 6;0
55980;654824;2023;Month 6;0
55981;654874;2023;Month 6;0
55982;654896;2023;Month 6;1
55983;654956;2022;Month 6;0
55984;655062;2021;Month 6;1
55985;655204;2023;Month 6;0
55986;655279;2022;Month 6;0
55987;655280;2023;Month 6;0
55988;655361;2021;Month 6;0
55989;655376;2021;Month 6;0
55990;655401;2023;Month 6;0
55991;655412;2021;Month 6;1
55992;655466;2022;Month 6;0
55993;655620;2021;Month 6;0
55994;655663;2023;Month 6;1
55995;655905;2022;Month 6;0
55996;655954;2022;Month 6;0
55997;656073;2023;Month 6;0
55998;656119;2022;Month 6;0
55999;656138;2023;Month 6;0
56000;656202;2022;Month 6;0
56001;656217;2023;Month 6;0
56002;656245;2022;Month 6;0
56003;656392;2022;Month 6;0
56004;656455;2023;Month 6;0
56005;656496;2022;Month 6;0
56006;656527;2024;Month 6;0
56007;656831;2022;Month 6;0
56008;657007;2024;Month 6;0
56009;657075;2023;Month 6;0
56010;657079;2022;Month 6;0
56011;657285;2023;Month 6;0
56012;657292;2021;Month 6;0
56013;657320;2021;Month 6;0
56014;657360;2021;Month 6;0
56015;657688;2021;Month 6;0
56016;657748;2023;Month 6;0
56017;657749;2020;Month 6;0
56018;657758;2023;Month 6;0
56019;657818;2022;Month 6;1
56020;657822;2024;Month 6;0
56021;657831;2023;Month 6;0
56022;657852;2023;Month 6;0
56023;657856;2021;Month 6;0
56024;657886;2023;Month 6;0
56025;657967;2023;Month 6;0
56026;657972;2024;Month 6;0
56027;657986;2023;Month 6;0
56028;658088;2020;Month 6;0
56029;658116;2024;Month 6;0
56030;658406;2022;Month 6;0
56031;658420;2023;Month 6;0
56032;658474;2021;Month 6;0
56033;658492;2022;Month 6;0
56034;658537;2022;Month 6;0
56035;658603;2022;Month 6;0
56036;658620;2023;Month 6;0
56037;658693;2023;Month 6;0
56038;658734;2021;Month 6;0
56039;658800;2023;Month 6;0
56040;658806;2023;Month 6;0
56041;658950;2020;Month 6;0
56042;659113;2021;Month 6;0
56043;659210;2022;Month 6;0
56044;659286;2021;Month 6;0
56045;659289;2022;Month 6;0
56046;659418;2022;Month 6;0
56047;659580;2023;Month 6;0
56048;659689;2023;Month 6;0
56049;659693;2023;Month 6;0
56050;659776;2021;Month 6;0
56051;659787;2024;Month 6;0
56052;659949;2023;Month 6;0
56053;659951;2022;Month 6;0
56054;660091;2024;Month 6;0
56055;660103;2021;Month 6;0
56056;660224;2021;Month 6;0
56057;660295;2021;Month 6;0
56058;660526;2022;Month 6;0
56059;660622;2023;Month 6;0
56060;660677;2024;Month 6;0
56061;660739;2021;Month 6;0
56062;660806;2023;Month 6;0
56063;660863;2020;Month 6;0
56064;660871;2022;Month 6;0
56065;660957;2021;Month 6;0
56066;661045;2024;Month 6;0
56067;661066;2024;Month 6;0
56068;661278;2023;Month 6;0
56069;661437;2022;Month 6;0
56070;661520;2023;Month 6;0
56071;661664;2022;Month 6;0
56072;661758;2020;Month 6;0
56073;661823;2021;Month 6;0
56074;661880;2023;Month 6;0
56075;661900;2020;Month 6;0
56076;661940;2021;Month 6;0
56077;662020;2023;Month 6;0
56078;662030;2021;Month 6;0
56079;662070;2022;Month 6;0
56080;662075;2024;Month 6;0
56081;662089;2023;Month 6;0
56082;662159;2022;Month 6;0
56083;662332;2023;Month 6;0
56084;662690;2023;Month 6;0
56085;662692;2021;Month 6;0
56086;662786;2021;Month 6;0
56087;662837;2022;Month 6;0
56088;662864;2021;Month 6;0
56089;662874;2022;Month 6;0
56090;662974;2023;Month 6;0
56091;663096;2024;Month 6;0
56092;663127;2023;Month 6;0
56093;663278;2021;Month 6;0
56094;663368;2021;Month 6;0
56095;663404;2023;Month 6;0
56096;663527;2023;Month 6;0
56097;663630;2021;Month 6;0
56098;663721;2023;Month 6;0
56099;663853;2022;Month 6;0
56100;663935;2022;Month 6;0
56101;664017;2022;Month 6;0
56102;664100;2023;Month 6;0
56103;664340;2022;Month 6;0
56104;664342;2023;Month 6;0
56105;664347;2022;Month 6;0
56106;664396;2024;Month 6;0
56107;664407;2021;Month 6;0
56108;664738;2023;Month 6;0
56109;664742;2022;Month 6;0
56110;664764;2021;Month 6;0
56111;665052;2022;Month 6;0
56112;665117;2021;Month 6;0
56113;665226;2022;Month 6;0
56114;665406;2022;Month 6;0
56115;665440;2022;Month 6;0
56116;665658;2023;Month 6;0
56117;665962;2023;Month 6;1
56118;666050;2022;Month 6;0
56119;666056;2021;Month 6;0
56120;666121;2022;Month 6;0
56121;666170;2023;Month 6;0
56122;666184;2022;Month 6;0
56123;666330;2021;Month 6;0
56124;666364;2021;Month 6;0
56125;666365;2023;Month 6;0
56126;666416;2022;Month 6;0
56127;666426;2021;Month 6;0
56128;666466;2023;Month 6;0
56129;666530;2020;Month 6;0
56130;666533;2022;Month 6;0
56131;666561;2022;Month 6;0
56132;666664;2023;Month 6;0
56133;666755;2022;Month 6;0
56134;666945;2024;Month 6;0
56135;667082;2022;Month 6;0
56136;667091;2023;Month 6;0
56137;667169;2022;Month 6;0
56138;667549;2024;Month 6;0
56139;667691;2021;Month 6;0
56140;667983;2024;Month 6;0
56141;668320;2023;Month 6;0
56142;668377;2022;Month 6;0
56143;668439;2022;Month 6;0
56144;668548;2023;Month 6;0
56145;668587;2022;Month 6;0
56146;668699;2022;Month 6;0
56147;668832;2023;Month 6;0
56148;668964;2023;Month 6;0
56149;669088;2023;Month 6;0
56150;669112;2020;Month 6;0
56151;669126;2022;Month 6;0
56152;669163;2021;Month 6;0
56153;669314;2022;Month 6;0
56154;669391;2022;Month 6;0
56155;669466;2022;Month 6;0
56156;669623;2021;Month 6;0
56157;669761;2022;Month 6;0
56158;669829;2020;Month 6;0
56159;669858;2020;Month 6;0
56160;669938;2022;Month 6;0
56161;670244;2022;Month 6;1
56162;670385;2021;Month 6;0
56163;670434;2022;Month 6;0
56164;670459;2022;Month 6;0
56165;670530;2023;Month 6;0
56166;670613;2023;Month 6;0
56167;670995;2021;Month 6;0
56168;671095;2022;Month 6;0
56169;671186;2023;Month 6;0
56170;671244;2021;Month 6;0
56171;671254;2021;Month 6;0
56172;671434;2023;Month 6;0
56173;671650;2020;Month 6;0
56174;671659;2023;Month 6;0
56175;671869;2023;Month 6;0
56176;672279;2021;Month 6;0
56177;672324;2021;Month 6;0
56178;672439;2022;Month 6;0
56179;672449;2022;Month 6;0
56180;672490;2020;Month 6;0
56181;672523;2024;Month 6;0
56182;672586;2023;Month 6;0
56183;672709;2022;Month 6;1
56184;672985;2022;Month 6;0
56185;673043;2022;Month 6;0
56186;673178;2020;Month 6;0
56187;673215;2024;Month 6;0
56188;673231;2022;Month 6;0
56189;673235;2020;Month 6;0
56190;673246;2024;Month 6;0
56191;673268;2021;Month 6;0
56192;673450;2022;Month 6;0
56193;673661;2022;Month 6;0
56194;673689;2020;Month 6;0
56195;673706;2023;Month 6;0
56196;673856;2022;Month 6;0
56197;673886;2022;Month 6;0
56198;673949;2021;Month 6;0
56199;674020;2022;Month 6;0
56200;674043;2023;Month 6;0
56201;674051;2022;Month 6;0
56202;674076;2021;Month 6;0
56203;674179;2023;Month 6;1
56204;674239;2023;Month 6;0
56205;674267;2022;Month 6;0
56206;674278;2022;Month 6;0
56207;674495;2023;Month 6;0
56208;674563;2022;Month 6;0
56209;674579;2022;Month 6;0
56210;674909;2020;Month 6;0
56211;675132;2024;Month 6;0
56212;675178;2023;Month 6;0
56213;675236;2022;Month 6;0
56214;675276;2022;Month 6;0
56215;675304;2020;Month 6;0
56216;675383;2020;Month 6;0
56217;675412;2022;Month 6;0
56218;675562;2023;Month 6;0
56219;675568;2022;Month 6;0
56220;675617;2023;Month 6;0
56221;675819;2022;Month 6;0
56222;675914;2021;Month 6;0
56223;675987;2023;Month 6;0
56224;676012;2023;Month 6;0
56225;676125;2023;Month 6;0
56226;676150;2023;Month 6;0
56227;676193;2022;Month 6;0
56228;676218;2022;Month 6;0
56229;676330;2022;Month 6;0
56230;676380;2023;Month 6;0
56231;676451;2021;Month 6;1
56232;676563;2021;Month 6;0
56233;676609;2022;Month 6;0
56234;676811;2022;Month 6;0
56235;676925;2023;Month 6;0
56236;677058;2023;Month 6;0
56237;677124;2022;Month 6;0
56238;677128;2021;Month 6;0
56239;677166;2023;Month 6;0
56240;677228;2022;Month 6;0
56241;677418;2020;Month 6;0
56242;677552;2023;Month 6;0
56243;677582;2022;Month 6;0
56244;677855;2022;Month 6;0
56245;677892;2023;Month 6;1
56246;677968;2023;Month 6;0
56247;677977;2022;Month 6;0
56248;678208;2023;Month 6;0
56249;678210;2023;Month 6;0
56250;678364;2021;Month 6;0
56251;678543;2022;Month 6;0
56252;678693;2022;Month 6;0
56253;678782;2024;Month 6;0
56254;678848;2022;Month 6;0
56255;678902;2023;Month 6;0
56256;679085;2021;Month 6;1
56257;679173;2023;Month 6;0
56258;679230;2023;Month 6;0
56259;679262;2023;Month 6;0
56260;679412;2022;Month 6;0
56261;679459;2022;Month 6;0
56262;679633;2020;Month 6;0
56263;679721;2022;Month 6;0
56264;679761;2023;Month 6;0
56265;679778;2024;Month 6;0
56266;679888;2022;Month 6;0
56267;680000;2022;Month 6;0
56268;680075;2023;Month 6;0
56269;680245;2023;Month 6;0
56270;680374;2021;Month 6;1
56271;680462;2023;Month 6;0
56272;680512;2022;Month 6;0
56273;680577;2023;Month 6;0
56274;680631;2022;Month 6;0
56275;680726;2024;Month 6;0
56276;680831;2022;Month 6;0
56277;680926;2024;Month 6;0
56278;680938;2021;Month 6;0
56279;680991;2023;Month 6;0
56280;681190;2022;Month 6;0
56281;681292;2024;Month 6;0
56282;681337;2023;Month 6;0
56283;681391;2020;Month 6;0
56284;681397;2022;Month 6;0
56285;681534;2024;Month 6;0
56286;681636;2023;Month 6;0
56287;681958;2024;Month 6;0
56288;682139;2020;Month 6;0
56289;682270;2021;Month 6;0
56290;682298;2022;Month 6;0
56291;682326;2022;Month 6;0
56292;682413;2020;Month 6;0
56293;682456;2022;Month 6;0
56294;682459;2022;Month 6;0
56295;682542;2021;Month 6;0
56296;682548;2020;Month 6;0
56297;682575;2022;Month 6;0
56298;682728;2022;Month 6;0
56299;682729;2024;Month 6;0
56300;682771;2022;Month 6;0
56301;682817;2023;Month 6;0
56302;682822;2023;Month 6;0
56303;682970;2022;Month 6;0
56304;683308;2023;Month 6;0
56305;683627;2021;Month 6;0
56306;683739;2022;Month 6;0
56307;684041;2022;Month 6;0
56308;684109;2023;Month 6;0
56309;684209;2021;Month 6;0
56310;684280;2022;Month 6;0
56311;684331;2021;Month 6;0
56312;684351;2023;Month 6;0
56313;684668;2022;Month 6;0
56314;684745;2023;Month 6;0
56315;684784;2022;Month 6;0
56316;684807;2021;Month 6;0
56317;684817;2022;Month 6;0
56318;684859;2022;Month 6;0
56319;684876;2023;Month 6;0
56320;685004;2022;Month 6;0
56321;685040;2024;Month 6;0
56322;685112;2022;Month 6;0
56323;685173;2023;Month 6;0
56324;685214;2021;Month 6;0
56325;685262;2022;Month 6;0
56326;685367;2023;Month 6;0
56327;685597;2022;Month 6;0
56328;685686;2020;Month 6;0
56329;685810;2023;Month 6;0
56330;685821;2021;Month 6;0
56331;685887;2020;Month 6;0
56332;686153;2023;Month 6;0
56333;686175;2023;Month 6;0
56334;686230;2022;Month 6;0
56335;686245;2023;Month 6;0
56336;686287;2022;Month 6;0
56337;686299;2023;Month 6;0
56338;686366;2021;Month 6;0
56339;686577;2022;Month 6;0
56340;686700;2021;Month 6;0
56341;686722;2023;Month 6;0
56342;686809;2022;Month 6;0
56343;686831;2021;Month 6;0
56344;686875;2020;Month 6;1
56345;686895;2022;Month 6;1
56346;686917;2022;Month 6;0
56347;686963;2022;Month 6;0
56348;686984;2022;Month 6;0
56349;687103;2021;Month 6;0
56350;687109;2022;Month 6;0
56351;687230;2021;Month 6;0
56352;687250;2021;Month 6;0
56353;687294;2022;Month 6;0
56354;687325;2022;Month 6;0
56355;687506;2022;Month 6;1
56356;687693;2023;Month 6;0
56357;687726;2022;Month 6;0
56358;687840;2023;Month 6;0
56359;687943;2022;Month 6;0
56360;688115;2021;Month 6;0
56361;688359;2023;Month 6;0
56362;688413;2021;Month 6;0
56363;688414;2024;Month 6;0
56364;688501;2024;Month 6;0
56365;688578;2022;Month 6;0
56366;688597;2023;Month 6;0
56367;688901;2024;Month 6;0
56368;688923;2022;Month 6;0
56369;689477;2023;Month 6;0
56370;689580;2022;Month 6;0
56371;689606;2022;Month 6;0
56372;689695;2020;Month 6;0
56373;689906;2020;Month 6;0
56374;689943;2020;Month 6;0
56375;689962;2022;Month 6;0
56376;690017;2020;Month 6;0
56377;690019;2022;Month 6;0
56378;690203;2024;Month 6;0
56379;690275;2023;Month 6;0
56380;690280;2023;Month 6;0
56381;690443;2024;Month 6;0
56382;690588;2021;Month 6;0
56383;690605;2023;Month 6;0
56384;690645;2023;Month 6;0
56385;690820;2023;Month 6;0
56386;690894;2024;Month 6;0
56387;690898;2020;Month 6;0
56388;690999;2024;Month 6;0
56389;691058;2021;Month 6;0
56390;691275;2023;Month 6;0
56391;691316;2023;Month 6;0
56392;691412;2021;Month 6;0
56393;691421;2023;Month 6;0
56394;691485;2023;Month 6;0
56395;691578;2021;Month 6;0
56396;691768;2021;Month 6;0
56397;691828;2021;Month 6;0
56398;691917;2022;Month 6;0
56399;691943;2020;Month 6;0
56400;691946;2022;Month 6;0
56401;692169;2023;Month 6;0
56402;692221;2022;Month 6;0
56403;692431;2022;Month 6;0
56404;692512;2024;Month 6;0
56405;692531;2022;Month 6;0
56406;692544;2022;Month 6;0
56407;692617;2021;Month 6;1
56408;692645;2022;Month 6;0
56409;692725;2022;Month 6;0
56410;692775;2024;Month 6;0
56411;692868;2022;Month 6;0
56412;692877;2023;Month 6;0
56413;693083;2023;Month 6;0
56414;693194;2020;Month 6;0
56415;693362;2020;Month 6;0
56416;693532;2023;Month 6;0
56417;693537;2022;Month 6;1
56418;693563;2022;Month 6;0
56419;693594;2021;Month 6;0
56420;693673;2022;Month 6;0
56421;693759;2022;Month 6;0
56422;693793;2022;Month 6;0
56423;693840;2022;Month 6;1
56424;693874;2022;Month 6;0
56425;693934;2022;Month 6;0
56426;694004;2022;Month 6;0
56427;694031;2024;Month 6;0
56428;694198;2023;Month 6;0
56429;694231;2022;Month 6;0
56430;694414;2024;Month 6;0
56431;694438;2020;Month 6;0
56432;694508;2023;Month 6;0
56433;694661;2024;Month 6;0
56434;694688;2023;Month 6;1
56435;694725;2023;Month 6;0
56436;694726;2023;Month 6;0
56437;694741;2022;Month 6;0
56438;694791;2024;Month 6;0
56439;694799;2022;Month 6;0
56440;694804;2022;Month 6;0
56441;694910;2023;Month 6;0
56442;694985;2023;Month 6;0
56443;695005;2024;Month 6;0
56444;695029;2021;Month 6;0
56445;695302;2020;Month 6;0
56446;695411;2020;Month 6;0
56447;695438;2021;Month 6;0
56448;695468;2022;Month 6;0
56449;695637;2021;Month 6;0
56450;695699;2021;Month 6;0
56451;695723;2024;Month 6;0
56452;695932;2021;Month 6;0
56453;695988;2023;Month 6;0
56454;696007;2022;Month 6;0
56455;696200;2022;Month 6;0
56456;696246;2023;Month 6;0
56457;696276;2024;Month 6;0
56458;696454;2023;Month 6;0
56459;696479;2023;Month 6;0
56460;696798;2023;Month 6;0
56461;696802;2023;Month 6;0
56462;696847;2022;Month 6;0
56463;697023;2021;Month 6;0
56464;697053;2022;Month 6;0
56465;697084;2022;Month 6;0
56466;697254;2023;Month 6;0
56467;697318;2023;Month 6;0
56468;697366;2022;Month 6;0
56469;697391;2022;Month 6;0
56470;697451;2023;Month 6;0
56471;697551;2023;Month 6;0
56472;697588;2021;Month 6;0
56473;697670;2022;Month 6;0
56474;697714;2023;Month 6;0
56475;697805;2021;Month 6;0
56476;697842;2021;Month 6;0
56477;697856;2024;Month 6;0
56478;697882;2022;Month 6;0
56479;698071;2023;Month 6;0
56480;698164;2024;Month 6;0
56481;698325;2021;Month 6;0
56482;698409;2022;Month 6;0
56483;698483;2022;Month 6;1
56484;698487;2020;Month 6;0
56485;698595;2021;Month 6;0
56486;698808;2022;Month 6;0
56487;698865;2021;Month 6;0
56488;699050;2022;Month 6;0
56489;699074;2020;Month 6;0
56490;699272;2022;Month 6;0
56491;699298;2023;Month 6;0
56492;699375;2022;Month 6;0
56493;699378;2021;Month 6;0
56494;699406;2022;Month 6;0
56495;699656;2023;Month 6;0
56496;699730;2023;Month 6;0
56497;699741;2022;Month 6;0
56498;699763;2024;Month 6;0
56499;699773;2023;Month 6;0
56500;699796;2023;Month 6;0
56501;699919;2022;Month 6;0
56502;699930;2024;Month 6;0
56503;700034;2022;Month 6;0
56504;700116;2023;Month 6;0
56505;700272;2021;Month 6;0
56506;700331;2021;Month 6;0
56507;700475;2021;Month 6;0
56508;700490;2023;Month 6;0
56509;700566;2022;Month 6;0
56510;700966;2022;Month 6;0
56511;701400;2022;Month 6;0
56512;701458;2022;Month 6;0
56513;701595;2023;Month 6;0
56514;701635;2021;Month 6;0
56515;701851;2024;Month 6;0
56516;701922;2023;Month 6;0
56517;702679;2022;Month 6;0
56518;702705;2023;Month 6;0
56519;702793;2023;Month 6;0
56520;702861;2022;Month 6;0
56521;702977;2020;Month 6;1
56522;703341;2022;Month 6;0
56523;703475;2024;Month 6;0
56524;703644;2021;Month 6;0
56525;703687;2022;Month 6;0
56526;704458;2023;Month 6;0
56527;705055;2022;Month 6;0
56528;705139;2023;Month 6;0
56529;705197;2021;Month 6;0
56530;705263;2020;Month 6;0
56531;705441;2023;Month 6;0
56532;705794;2023;Month 6;0
56533;705928;2023;Month 6;0
56534;705969;2022;Month 6;0
56535;706194;2022;Month 6;0
56536;706379;2023;Month 6;0
56537;706629;2024;Month 6;0
56538;707059;2022;Month 6;1
56539;707221;2022;Month 6;0
56540;707267;2022;Month 6;0
56541;707320;2023;Month 6;0
56542;707364;2020;Month 6;0
56543;707426;2022;Month 6;0
56544;707586;2021;Month 6;0
